,itemVal,closedBy,table,isPaid,canceledBy,isDelivered,sendTime,cancelCap,cancelTime,itemCount,sentBy,from,restName,orderTime,closedAt,extras,item,orderCaption
30,5.0,,b8,False,cozluceadmin,True,,,2021-07-09 22:56:56.671,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-09 22:37:07.005,,[],ÇAY,
31,289100.0,,b1,False,vivaldisoganli,True,,,2021-09-12 19:46:57.369375,980.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-12 19:46:48.928958,,[],BAHAR KUTU KOLEKSİYONU 1200 GR YEŞİL,
32,18.0,,s2,False,cozluceadmin,True,,,2021-07-25 18:19:09.178,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-25 18:05:43.580,,[],COFFE CARAMEL MOCHA,
33,30.0,,b4,False,cgorukleadmin,True,,,2021-09-08 20:56:21.682376,1.0,,vgorukle,Vivaldi Görükle,2021-09-08 20:41:23.124,,[],VİVALDİ ÇİLEK,
34,13.0,,a0,False,vharmonyadmin,True,,mukerrer,2021-08-18 14:26:33.427,1.0,,vharmonyadmin,Vivaldi Harmony,2021-08-18 14:26:21.083,,[],DİBEK KAHVESİ,
35,15.0,,b8,False,cgorukleadmin,True,,,2021-09-08 23:05:01.795819,1.0,,vgorukle,Vivaldi Görükle,2021-09-08 22:58:10.493368,,[],COFFEE FLAT WHİTE ,
36,5.0,,b2,False,cgorukleadmin,True,,,2021-08-13 22:37:22.859398,1.0,,vgorukle,Vivaldi Görükle,2021-08-13 22:32:26.477069,,[],SİYAH ÇAY,
37,5.0,,d8,False,vharmony,True,2021-07-31 21:19:20.025783,İADE,2021-07-31 22:00:43.910,1.0,zeynepsurucu,betulipek,Vivaldi Harmony,2021-07-31 21:13:33.746,,[],SU,
38,40.0,,d8,False,umuttomak,True,2021-08-23 21:06:46.546952,mükerrer,2021-08-23 21:29:37.103882,2.0,zeynepsurucu,Ayberk Sınık,Vivaldi Harmony,2021-08-23 20:59:30.758479,,[],AROMALI ICE MOCHA,karamel
39,12.0,,s1,False,vgorukle,True,,,2021-08-25 23:16:23.634,1.0,,vgorukle,Vivaldi Görükle,2021-08-25 18:59:53.566,,[],GELENEKSEL TÜRK KAHVESİ,
40,5.0,,b7,False,vgorukle,True,,,2021-06-14 17:55:07.781013,1.0,,cgorukleadmin,Vivaldi Görükle,2021-06-14 17:19:37.983757,,[],SİYAH ÇAY,
41,106.5,,b3,False,cozluceadmin,True,,,2021-09-03 13:21:10.980,355.0,,cozluceadmin,Vivaldi Özlüce,2021-09-03 13:21:01.949,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
42,26.880000000000003,,d10,False,vharmonyadmin,True,2021-08-13 20:17:43.743347,hatalı sipariş. başka  masaya giriş yapıldı,2021-08-13 20:59:12.625,1.0,cerentomak,adyan,Vivaldi Harmony,2021-08-13 20:03:32.335154,,[],Vivaldi Bomba,
43,26.4,,s3,False,vharmonyadmin,True,2021-08-09 16:30:10.337258,diğer masanın siparişi,2021-08-09 16:47:39.880,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-09 16:22:42.144843,,[],VİVALDİ ÇİLEK,
44,10.0,,b1,False,cozluceadmin,True,,,2021-09-03 17:41:16.486,2.0,,cozluceadmin,Vivaldi Özlüce,2021-09-03 16:07:39.375,,[],ÇAY,
45,7.0,,s10,False,vharmonyadmin,True,2021-08-17 14:30:04.389003,mükerer giriş,2021-08-17 19:14:48.893,1.0,SamBarista,SamBarista,Vivaldi Harmony,2021-08-17 14:29:23.523680,,[],SODA,
46,30.0,,b1,False,vivaldisoganli,True,,,2021-09-10 23:29:49.585486,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-10 23:29:41.040302,,[],SAN SEBASTİAN CHEESECAKE,
47,24.0,,d3,False,vharmonyadmin,True,,mukerrer,2021-08-17 13:10:04.283,2.0,,vharmonyadmin,Vivaldi Harmony,2021-08-17 13:09:07.805,,[],GELENEKSEL TÜRK KAHVESİ,
48,5.0,,s6,False,vivaldisoganli,True,,,2021-08-20 00:07:30.283299,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-20 00:07:18.256750,,[],SU,
49,30.8,,d6,False,vharmony,True,2021-07-28 21:16:15.802623,ÜRÜN KALMADI,2021-07-28 21:57:13.620,1.0,SamBarista,adyan,Vivaldi Harmony,2021-07-28 21:10:33.964062,,[],SAN SEBASTİAN CHEESECAKE,
50,10.0,,b2,False,vgorukle,True,,,2021-08-10 23:07:04.405,2.0,,vgorukle,Vivaldi Görükle,2021-08-10 22:41:40.308235,,[],SİYAH ÇAY,
51,51.0,,d3,False,vharmony,True,2021-07-07 20:05:02.239681,,2021-07-07 21:49:44.701,2.0,ebrarr,adyan,Vivaldi Harmony,2021-07-07 19:59:32.933761,,[],VİVALDİ ÇİLEK,
52,90.0,,s1,False,vivaldisoganli,True,,yanlış,2021-07-14 22:37:10.191273,3.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-14 22:15:16.727837,,[],VİVALDİ CUP (ÇİLEK/MUZ),
53,5.0,,b4,False,vgorukle,True,,,2021-08-13 15:52:30.063,1.0,,vgorukle,Vivaldi Görükle,2021-08-13 15:40:56.563753,,[],SİYAH ÇAY,
54,5.0,,d19,False,vharmonyadmin,True,2021-08-14 20:18:23.391172,MUKERRER,2021-08-14 20:19:18.428,1.0,cerentomak,adyan,Vivaldi Harmony,2021-08-14 20:06:42.913668,,[],SİYAH ÇAY,
55,34.5,,d3,False,vharmony,True,2021-07-26 23:23:39.134366,iade,2021-07-26 23:41:11.054,1.0,SamBarista,adyan,Vivaldi Harmony,2021-07-26 22:59:43.427121,,[],Vivaldi Bomba,
56,5.0,,b5,False,vgorukle,True,,,2021-08-07 13:36:21.270666,1.0,,vgorukle,Vivaldi Görükle,2021-08-07 13:26:32.802225,,[],SU,
57,5.0,,s1,False,vivaldisoganli,True,,,2021-08-25 18:03:04.826506,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-25 17:06:52.938458,,[],SU,
58,15.0,,b1,False,vgorukle,True,,,2021-09-09 22:35:11.681,3.0,,vgorukle,Vivaldi Görükle,2021-09-09 22:35:03.269,,[],SU,
59,20.0,,b2,False,cozluceadmin,True,2021-04-02 12:17:48.912419,,2021-04-03 17:13:00.886574,4.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-04-02 12:17:14.527486,,[],Çay,
60,15.0,,d1,False,cozluceadmin,True,,,2021-08-20 23:14:08.684,3.0,,cozluceadmin,Vivaldi Özlüce,2021-08-20 23:12:01.199,,[],ÇAY,
61,5.0,,b1,False,cgorukleadmin,True,,,2021-06-11 20:41:50.929101,1.0,,cgorukleadmin,Vivaldi Görükle,2021-06-11 20:05:45.444393,,[],SİYAH ÇAY,
62,5.0,,b8,False,vgorukle,True,,,2021-08-27 23:07:43.720,1.0,,vgorukle,Vivaldi Görükle,2021-08-27 21:27:02.906442,,[],SİYAH ÇAY,
63,34.5,,b4,False,vharmonyadmin,True,2021-08-17 21:40:44.133076,iptal,2021-08-17 22:04:52.268,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-17 21:37:39.265676,,[],VİVALDİ MUZ,
64,7.0,,b1,False,cgorukleadmin,True,,,2021-09-13 23:33:45.940262,1.0,,vgorukle,Vivaldi Görükle,2021-09-13 21:06:25.660309,,[],SODA,
65,12.1,,b4,False,vharmonyadmin,True,2021-08-06 21:14:39.838032,MÜKERRER GİRİŞ,2021-08-06 22:06:39.345,2.0,cerentomak,Ayşe Yılmaz,Vivaldi Harmony,2021-08-06 21:11:50.062039,,[],SU,
66,39.6,,s7,False,vharmony,True,2021-08-01 20:36:26.381560,ikram,2021-08-01 21:19:24.748,3.0,SamBarista,adyan,Vivaldi Harmony,2021-08-01 20:27:09.532561,,[],GELENEKSEL TÜRK KAHVESİ,sade
67,30.0,,s6,False,vivaldisoganli,True,,,2021-09-13 21:10:43.098389,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-13 20:57:00.469858,,[],SAN SEBASTİAN CHEESECAKE,
68,24.0,,s10,False,cgorukleadmin,True,,,2021-08-16 19:40:35.882292,80.0,,vgorukle,Vivaldi Görükle,2021-08-16 17:40:53.880,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
69,18.0,,s4,False,vharmonyadmin,True,,,2021-08-29 14:25:34.264264,1.0,,vharmonyadmin,Vivaldi Harmony,2021-08-29 14:24:40.711233,,[],EL YAPIMI LİMONATA,
70,5.0,,b5,False,cozluceadmin,True,,,2021-07-08 23:44:16.280,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-08 21:26:33.665,,[],ÇAY,
71,28.0,,b2,False,cgorukleadmin,True,,,2021-07-10 17:55:04.251905,2.0,,vgorukle,Vivaldi Görükle,2021-07-10 16:56:18.058485,,[],DAĞ ÇİLEKLİ TÜRK KAHVESİ,
72,466.5,,b1,False,vivaldisoganli,True,,,2021-09-12 21:13:59.997763,1555.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-12 21:13:50.357834,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
73,5.75,,d10,False,vharmonyadmin,True,2021-08-08 19:05:09.930422,D 11 E YAZILACAK,2021-08-08 20:45:25.749,1.0,SamBarista,betulipek,Vivaldi Harmony,2021-08-08 19:04:17.786416,,[],SİYAH ÇAY,
74,12.0,,d4,False,vharmonyadmin,True,2021-08-27 20:59:17.899651,BAŞKA MASAYA GİRİLECEK,2021-08-27 21:01:10.036,1.0,zeynepsurucu,Ayberk Sınık,Vivaldi Harmony,2021-08-27 20:56:28.299811,,[],GELENEKSEL TÜRK KAHVESİ,sade
75,13.0,,s6,False,vivaldisoganli,True,,,2021-08-15 00:25:58.313667,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-14 23:48:26.764053,,[],DİBEK KAHVESİ,
76,5.0,,s1,False,vivaldisoganli,True,,,2021-08-02 22:57:54.245188,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-02 22:56:33.223801,,[],SU,
77,13.0,,s6,False,vivaldisoganli,True,,,2021-09-01 21:17:45.487886,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-01 21:09:28.344729,,[],DİBEK KAHVESİ,
78,15.0,,b1,False,cozluceadmin,True,,,2021-07-13 22:41:53.843,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-13 22:19:05.955,,[],COFFEE FLAT WHİTE ,
79,5.0,,b1,False,cgorukleadmin,True,,,2021-07-22 14:54:52.210540,1.0,,vgorukle,Vivaldi Görükle,2021-07-21 22:39:36.108059,,[],SİYAH ÇAY,
80,26.4,,s3,False,vharmonyadmin,True,2021-08-09 16:27:59.916377,diğer masa siparişi,2021-08-09 16:48:16.009,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-09 16:23:14.627254,,[],Vivaldi Bomba,
81,14.0,,s4,False,vivaldisoganli,True,,,2021-09-04 21:54:13.982126,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-04 21:53:41.125185,,[],GELENEKSEL TÜRK KAHVESİ,
82,480.0,,b1,False,vivaldisoganli,True,,,2021-09-12 21:13:18.842331,1600.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-12 21:13:11.626506,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
83,25.0,,b7,False,vharmony,True,2021-07-03 16:56:24.741643,YANLIŞ ÜRÜN,2021-07-03 17:29:03.433,1.0,SamBarista,ng,Vivaldi Harmony,2021-07-03 16:47:30.235056,,[],SAN SEBASTİAN CHEESECAKE,
84,30.0,,b1,False,vgorukle,True,,,2021-09-12 21:16:59.641,1.0,,vgorukle,Vivaldi Görükle,2021-09-12 19:59:32.287,,[],SAN SEBASTİAN CHEESECAKE,
85,28.0,,s10,False,vharmony,True,,İPTAL,2021-08-02 23:25:57.684,1.0,,vharmony,Vivaldi Harmony,2021-08-02 11:08:24.742,,[],SAN SEBASTİAN CHEESECAKE,
86,30.0,,s6,False,vivaldisoganli,True,,,2021-08-15 00:27:04.112498,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-15 00:03:43.124295,,[],VİVALDİ CUP (ÇİLEK/MUZ),
87,38.0,,b2,False,cozluceadmin,True,,,2021-08-04 16:11:07.720,2.0,,cozluceadmin,Vivaldi Özlüce,2021-08-04 15:56:09.993,,[],SOĞUK ÇİKOLATA,
88,18.0,,d8,False,vharmony,True,2021-07-15 20:16:26.693759,CAPUCİNO İLE DEĞİŞİM İSTEDİ,2021-07-15 20:27:23.626,1.0,cerentomak,umuttomak,Vivaldi Harmony,2021-07-15 20:08:10.791537,,[],EL YAPIMI LİMONATA,
89,18.0,,b2,False,cgorukleadmin,True,,,2021-07-13 19:42:00.856675,1.0,,cgorukleadmin,Vivaldi Görükle,2021-07-13 19:37:48.762062,,[],EL YAPIMI LİMONATA,
90,5.75,,d17,False,vharmonyadmin,True,2021-08-27 20:50:15.797084,GİTMEDİ,2021-08-27 22:41:04.371,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-27 20:48:30.091279,,[],SİYAH ÇAY,
91,8.5,,b5,False,cozluceadmin,True,,,2021-08-16 12:08:10.349,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-16 12:07:46.378,,[],TÜRK KAHVESİ 100 GR,
92,26.0,,b8,False,vgorukle,True,,,2021-08-18 22:05:08.565,2.0,,vgorukle,Vivaldi Görükle,2021-08-18 21:43:16.381,,[],DİBEK KAHVESİ,
93,10.8,,b1,False,cozluceadmin,True,,,2021-07-22 16:38:18.632,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-22 16:02:16.204,,[],GELENEKSEL TÜRK KAHVESİ,
94,8.8478,,b7,False,vgorukle,True,,,2021-08-28 12:26:12.678,1.0,,vgorukle,Vivaldi Görükle,2021-08-28 12:25:43.738,,[],DİBEK KAHVESİ,
95,53.0,,b1,False,cozluceadmin,True,,,2021-06-10 20:49:37.837,200.0,,cozluceadmin,Vivaldi Özlüce,2021-06-10 20:49:23.582,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
96,20.0,,b8,False,cgorukleadmin,True,,,2021-09-09 19:57:22.470464,4.0,,vgorukle,Vivaldi Görükle,2021-09-09 19:26:14.251,,[],SİYAH ÇAY,
97,16.0,,d15,False,vharmony,True,2021-07-26 20:20:33.828899,drgisim,2021-07-26 20:27:18.308,1.0,zeynepsurucu,umuttomak,Vivaldi Harmony,2021-07-26 20:06:19.182965,,[],CAPPUCCİNO,desen yok çok sıcak
98,14.0,,b3,False,cozluceadmin,True,,,2021-08-22 21:01:17.489,2.0,,cozluceadmin,Vivaldi Özlüce,2021-08-22 20:26:49.931,,[],SODA,
99,10.0,,b1,False,vharmony,True,2021-07-31 15:09:44.353921,iade,2021-07-31 15:12:58.635,2.0,cerentomak,betulipek,Vivaldi Harmony,2021-07-31 15:08:38.180993,,[],SU,
100,18.0,,b4,False,vharmonyadmin,True,2021-09-05 19:33:25.997609,b 8 e yazılacak,2021-09-05 19:53:42.076,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-09-05 19:25:11.446498,,[],EL YAPIMI LİMONATA,
101,19.0,,d14,False,vharmonyadmin,True,2021-08-12 19:30:42.700904,başka masaya yazılacak,2021-08-12 19:32:02.008,1.0,betulipek,Ayberk Sınık,Vivaldi Harmony,2021-08-12 19:22:47.939738,,[],ICE MOCHA,karamel makiysto
102,30.0,,b1,False,vivaldisoganli,True,,,2021-09-13 22:44:26.379521,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-13 22:44:07.174379,,[],VİVALDİ MUZ,
103,5.0,,b8,False,cozluceadmin,True,,,2021-09-16 22:24:28.867,1.0,,cozluceadmin,Vivaldi Özlüce,2021-09-16 19:21:57.260000+00:00,,[],ÇAY,
104,12.0,,b2,False,vgorukle,True,,,2021-06-08 19:11:16.216042,1.0,,vgorukle,Vivaldi Görükle,2021-06-08 18:56:11.807342,,[],GELENEKSEL TÜRK KAHVESİ,
105,10.0,,b2,False,cgorukleadmin,True,,,2021-07-15 23:56:15.390170,2.0,,cgorukleadmin,Vivaldi Görükle,2021-07-15 23:53:24.611777,,[],SİYAH ÇAY,
106,4.5,,b10,False,cgorukleadmin,True,,,2021-07-09 13:43:48.024903,15.0,,cgorukleadmin,Vivaldi Görükle,2021-07-09 13:43:23.278287,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
107,48.0,,b1,False,cgorukleadmin,True,,,2021-06-16 20:49:21.213614,4.0,,cgorukleadmin,Vivaldi Görükle,2021-06-16 20:49:15.609912,,[],GELENEKSEL TÜRK KAHVESİ,
108,5.0,,b1,False,vgorukle,True,,,2021-09-12 16:57:43.690,1.0,,vgorukle,Vivaldi Görükle,2021-09-12 16:46:55.468,,[],SİYAH ÇAY,
109,7.0,,b4,False,cozluceadmin,True,,,2021-09-04 22:43:38.530,1.0,,cozluceadmin,Vivaldi Özlüce,2021-09-04 22:29:55.879,,[],SODA,
110,53.82,,b1,False,cozluceadmin,True,2021-03-29 17:04:50.085290,,2021-03-30 12:50:33.018003,207.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-29 17:04:05.873165,,[],Çikolata gr,
111,18.0,,s9,False,cozluceadmin,True,2021-03-21 15:33:36.098104,,2021-03-22 11:27:51.417,2.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-21 16:32:15.826079,,[],Fincan Çay,
112,3.5,,b5,False,vgorukle,True,,,2021-09-03 22:42:07.791,1.0,,vgorukle,Vivaldi Görükle,2021-09-03 22:41:59.032,,[],PERSONEL ÇAYI,
113,5.0,,s1,False,vgorukle,True,,,2021-06-11 20:51:45.464,1.0,,cgorukleadmin,Vivaldi Görükle,2021-06-11 20:42:23.866728,,[],SU,
114,20.0,,b8,False,vharmonyadmin,True,2021-08-21 22:46:13.017710,,2021-08-21 23:21:09.228,1.0,zeynepsurucu,Ayşe Yılmaz,Vivaldi Harmony,2021-08-21 22:43:10.520110,,[],ÇİLEKLİ LİMONATA,
115,10.0,,b1,False,cozluceadmin,True,,,2021-06-16 15:26:48.756,2.0,,cozluceadmin,Vivaldi Özlüce,2021-06-16 14:12:01.172,,[],ÇAY,
116,5.0,,d17,False,Ayberk Sınık,True,2021-08-10 19:02:53.427673,,2021-08-10 19:06:20.993368,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-10 18:50:39.727086,,[],SU,
117,5.0,,b8,False,cgorukleadmin,True,,,2021-09-09 19:57:26.227262,1.0,,vgorukle,Vivaldi Görükle,2021-09-09 19:40:25.644,,[],SİYAH ÇAY,
118,5.0,,d5,False,vharmonyadmin,True,2021-08-15 19:47:48.145438,İPTAL,2021-08-15 20:12:40.712,1.0,Beispiellos,Ayşe Yılmaz,Vivaldi Harmony,2021-08-15 19:45:01.023100,,[],SU,
119,10.0,,b5,False,cozluceadmin,True,,,2021-08-12 16:37:03.798,2.0,,cozluceadmin,Vivaldi Özlüce,2021-08-12 15:56:54.574,,[],ÇAY,
120,34.5,,d8,False,vharmony,True,2021-07-31 22:06:48.665751,DEĞİŞİM,2021-07-31 22:24:20.471,1.0,umuttomak,umuttomak,Vivaldi Harmony,2021-07-31 21:54:13.768670,,[],VİVALDİ CUP (ÇİLEK/MUZ),cilek
121,33.0,,d4,False,vharmony,True,2021-08-01 20:49:47.998011,üğrün kalmadı,2021-08-01 21:32:54.644,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-01 20:46:15.998344,,[],Vivaldi Bomba,
122,72.0,,b3,False,vivaldisoganli,True,,yanlış urun,2021-07-26 17:35:05.251542,4.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-26 17:33:18.325811,,[],EL YAPIMI LİMONATA,
123,64.5,,s12,False,vgorukle,True,,,2021-08-28 16:31:29.231,215.0,,vgorukle,Vivaldi Görükle,2021-08-28 14:37:53.630,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
124,130.0,,b1,False,vivaldisoganli,True,,,2021-07-02 13:56:31.086668,2.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-02 13:56:15.779952,,[],BAHAR KUTU KOLEKSİYONU 8'Lİ KUTU ,28gr
125,5.0,,b1,False,cgorukleadmin,True,,,2021-08-04 17:36:46.868956,1.0,,cgorukleadmin,Vivaldi Görükle,2021-08-04 17:20:43.527364,,[],SİYAH ÇAY,
126,12.0,,b1,False,cgorukleadmin,True,,,2021-07-22 14:54:50.615807,1.0,,vgorukle,Vivaldi Görükle,2021-07-21 22:26:00.572598,,[],GELENEKSEL TÜRK KAHVESİ,
127,13.5,,b1,False,cozluceadmin,True,,,2021-07-22 16:38:23.917,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-22 16:02:24.203,,[],COFFEE FLAT WHİTE ,
128,13.0,,b10,False,cgorukleadmin,True,,,2021-07-09 13:43:49.596388,1.0,,cgorukleadmin,Vivaldi Görükle,2021-07-09 13:43:17.782851,,[],DOUBLE ESPRESSO,
129,5.0,,b7,False,vgorukle,True,,,2021-08-27 21:56:18.483,1.0,,vgorukle,Vivaldi Görükle,2021-08-27 21:22:43.392,,[],SİYAH ÇAY,
